    0.305085283517837536E+00   -0.449370322227478027E+02   -0.185442095267288503E+06   -0.160278011214887317E+01    1
    0.197583575844764714E+01   -0.441286876201629639E+02   -0.344709517656322851E+04   -0.180278011214887313E+01    1
    0.299995004534721366E+01   -0.451153731346130371E+02   -0.142200686499102130E+04   -0.200278011214887330E+01    1
    0.278170611858367911E+01   -0.451527957916259766E+02   -0.110901853460613347E+04   -0.220278011214887304E+01    1
    0.179455792903900146E+01   -0.458616528511047363E+02   -0.101032084569208109E+04   -0.240278011214887322E+01    1
    0.261390342712402335E+01   -0.451631410121917725E+02   -0.855910203623796633E+03   -0.260278011214887339E+01    1
    0.288036811351776123E+01   -0.437718617916107178E+02   -0.800733973036376028E+03   -0.280278011214887313E+01    1
    0.165307943820953374E+01   -0.456492178440093994E+02   -0.698475463327698321E+03   -0.300278011214887330E+01    1
    0.297356897592544556E+01   -0.444420461654663086E+02   -0.343946965390661546E+03   -0.320278011214887393E+01    1
    0.154237197637557988E+01   -0.451909823417663574E+02   -0.264920396494960301E+03   -0.340278011214887366E+01    1
    0.248208385960366229E+01   -0.444211489262345225E+02   -0.205670885781817134E+03   -0.360278011214887339E+01    1
    0.298294702304469395E+01   -0.442240850318716809E+02   -0.180891763662206074E+03   -0.380278011214887357E+01    1
    0.271649531562291413E+01   -0.442542136008813927E+02   -0.179998797242580508E+03   -0.400278011214887375E+01    1
    0.257864252924919146E+01   -0.444246172904968262E+02   -0.154188052948518788E+03   -0.420278011214887393E+01    1
    0.205485736907663563E+01   -0.447671997388953855E+02   -0.148059895315440770E+03   -0.440278011214887322E+01    1
    0.254531031071032654E+01   -0.445775249315644331E+02   -0.146106542624366824E+03   -0.460278011214887339E+01    1
    0.239602753607578434E+01   -0.447148041619086314E+02   -0.137900963701734071E+03   -0.480278011214887357E+01    1
    0.222641084171126069E+01   -0.448639858258242086E+02   -0.124874709717177439E+03   -0.500278011214887375E+01    1
    0.228910955760363466E+01   -0.447328864230017302E+02   -0.121948832112537900E+03   -0.520278011214887393E+01    1
    0.205515397933258326E+01   -0.448157144918399482E+02   -0.115693029593762674E+03   -0.540278011214887410E+01    1
    0.202072612405446517E+01   -0.450088294748252764E+02   -0.973321888271072311E+02   -0.560278011214887428E+01    1
    0.201223369058200463E+01   -0.450137191148647986E+02   -0.959267868358847835E+02   -0.580278011214887357E+01    1
    0.195771833819317576E+01   -0.450512708619530073E+02   -0.895547462928397522E+02   -0.600278011214887375E+01    1
    0.174512691978860057E+01   -0.448796481180378493E+02   -0.806447115037239826E+02   -0.620278011214887393E+01    1
    0.189577542401898747E+01   -0.449250676815305496E+02   -0.723382306797186629E+02   -0.640278011214887410E+01    1
    0.166436619855482992E+01   -0.450975639615051165E+02   -0.628546448643043831E+02   -0.660278011214887428E+01    1
    0.186760207226257102E+01   -0.449756788630068911E+02   -0.577541122074302677E+02   -0.680278011214887446E+01    1
    0.161679237305736279E+01   -0.450274564311159224E+02   -0.569347442711702314E+02   -0.700278011214887375E+01    1
    0.173967310513398954E+01   -0.449632269815871268E+02   -0.418201094734968493E+02   -0.720278011214887393E+01    1
    0.176407437425686187E+01   -0.449944536464987479E+02   -0.400523513896424674E+02   -0.740278011214887410E+01    1
    0.167136881532119075E+01   -0.450317612978335333E+02   -0.399652313581507386E+02   -0.760278011214887428E+01    1
    0.175909722998472406E+01   -0.450235647250662225E+02   -0.392362708429116083E+02   -0.780278011214887446E+01    1
    0.174503135500468542E+01   -0.450320526384948394E+02   -0.385413740961884201E+02   -0.800278011214887464E+01    1
    0.171552093765293856E+01   -0.450398214484838206E+02   -0.381719323343062911E+02   -0.820278011214887393E+01    1
