    0.176407437425686187E+01   -0.449944536464987479E+02   -0.400523513896424674E+02
    0.174503135500468542E+01   -0.450320526384948394E+02   -0.385413740961884201E+02
    0.171552093765293856E+01   -0.450398214484838206E+02   -0.381719323343062911E+02
    0.174319890459686055E+01   -0.450051485441391321E+02   -0.372121247672031785E+02
    0.172909061546283471E+01   -0.449974634469694408E+02   -0.362566305040768810E+02
    0.172909061546283471E+01   -0.449974634469694408E+02   -0.362566305040768810E+02
    0.172466691307949271E+01   -0.449953622182039794E+02   -0.360390256375011333E+02
    0.172466691307949271E+01   -0.449953622182039794E+02   -0.360390256375011333E+02
    0.169458878906998711E+01   -0.450191073380869966E+02   -0.359546615079392424E+02
    0.171576908095799796E+01   -0.449888033396252567E+02   -0.358900403648300639E+02
    0.171576908095799796E+01   -0.449888033396252567E+02   -0.358900403648300639E+02
    0.172485057518522900E+01   -0.450006620307397895E+02   -0.358473159418838776E+02
    0.172485057518522900E+01   -0.450006620307397895E+02   -0.358473159418838776E+02
    0.171867661592034504E+01   -0.450048863481716168E+02   -0.354476954529473147E+02
    0.171867661592034504E+01   -0.450048863481716168E+02   -0.354476954529473147E+02
    0.171392300301728651E+01   -0.450070645989859059E+02   -0.352733347103180392E+02
    0.171392300301728651E+01   -0.450070645989859059E+02   -0.352733347103180392E+02
    0.168627007170037069E+01   -0.449909277974617012E+02   -0.352513343104405834E+02
    0.168531228722754856E+01   -0.449975851261673370E+02   -0.352377457662806819E+02
    0.169241513769712482E+01   -0.449891250038815045E+02   -0.352136306318416672E+02
    0.170687751076989902E+01   -0.450002422784241034E+02   -0.350607011401930890E+02
    0.169719314543294142E+01   -0.450052155142866042E+02   -0.350527585160279003E+02
    0.169222580244792176E+01   -0.449968173487834449E+02   -0.350359873499741141E+02
    0.170038974599227299E+01   -0.449965250661620999E+02   -0.350100440253009921E+02
    0.169651397696003969E+01   -0.450018014491912481E+02   -0.349950380782719321E+02
