    0.255202818946687415E+01   -0.445764462266451389E+02   -0.626659404204910331E+02
    0.292289440841163906E+01   -0.441699109905951630E+02   -0.615254136474611641E+02
    0.286059208528466957E+01   -0.442304730179401417E+02   -0.610939847800219766E+02
    0.286501895744058910E+01   -0.442117154035179851E+02   -0.608627283582520420E+02
    0.256428407051657059E+01   -0.445504250417142771E+02   -0.608025372634353332E+02
    0.268252296431443460E+01   -0.444190870731263843E+02   -0.604053143760253519E+02
    0.275806442990547263E+01   -0.443015904919139629E+02   -0.601603551590271408E+02
    0.270219576954841623E+01   -0.443816268444061279E+02   -0.595795257937173375E+02
    0.270219576954841623E+01   -0.443816268444061279E+02   -0.595795257937173375E+02
    0.264944657956600693E+01   -0.443944686947249423E+02   -0.594116884530750440E+02
    0.264944657956600693E+01   -0.443944686947249423E+02   -0.594116884530750440E+02
    0.256333176461201973E+01   -0.445375643396628504E+02   -0.592821006351171818E+02
    0.252687827737614379E+01   -0.445764470005643503E+02   -0.591660115259423378E+02
    0.252687827737614379E+01   -0.445764470005643503E+02   -0.591660115259423378E+02
    0.267063019541731927E+01   -0.443858137005286579E+02   -0.591609446604488411E+02
    0.267063019541731927E+01   -0.443858137005286579E+02   -0.591609446604488411E+02
    0.263595268697654994E+01   -0.444523819216272713E+02   -0.591024106889480336E+02
    0.255074584807988858E+01   -0.445493746785832627E+02   -0.590838166597303811E+02
    0.267235858814292637E+01   -0.444015489675492248E+02   -0.590282955646005476E+02
    0.267235858814292637E+01   -0.444015489675492248E+02   -0.590282955646005476E+02
    0.263648997387052253E+01   -0.444499312571449678E+02   -0.590108087548314160E+02
    0.263953258705423810E+01   -0.444089936669602210E+02   -0.589998132853198243E+02
    0.255641674477296288E+01   -0.445391723464358549E+02   -0.587422939676911398E+02
    0.263360322417240855E+01   -0.444438259968619391E+02   -0.586374911358199284E+02
    0.263157572141840701E+01   -0.444263535359633721E+02   -0.585524336883218837E+02
    0.263157572141840701E+01   -0.444263535359633721E+02   -0.585524336883218837E+02
    0.257411275079897850E+01   -0.445162901972316405E+02   -0.585490685847484329E+02
    0.257636217060577311E+01   -0.444606501093485988E+02   -0.584956306077629478E+02
    0.261793292439912317E+01   -0.444346676077313916E+02   -0.584837066854813585E+02
    0.261666063656025516E+01   -0.444388695966687806E+02   -0.583773680546830818E+02
    0.261896444774863024E+01   -0.444405803612168100E+02   -0.583313511443721353E+02
    0.255062752750581767E+01   -0.445367669674714577E+02   -0.580718406962977625E+02
    0.260228631815697309E+01   -0.444626006096336397E+02   -0.580405490763225487E+02
    0.259399678408577206E+01   -0.444618940703544183E+02   -0.579993123345617931E+02
    0.258238852189143397E+01   -0.444917542442221077E+02   -0.578824793967169882E+02
    0.257082282092896719E+01   -0.445028717659140653E+02   -0.577069436054870906E+02
    0.257236372736919972E+01   -0.444865491809331530E+02   -0.575912222963877340E+02
    0.256470934044716836E+01   -0.444880166759050226E+02   -0.575584112848978435E+02
    0.257010356044686317E+01   -0.444945877754522527E+02   -0.575441972109963871E+02
    0.256964138379487350E+01   -0.444938846625038451E+02   -0.575317587816153235E+02
    0.256496164554785056E+01   -0.445045370552241479E+02   -0.575228295312180151E+02
    0.256680284005205817E+01   -0.444941838330921868E+02   -0.574852959769577154E+02
    0.255211450712114019E+01   -0.444987402681842354E+02   -0.573697426496537659E+02
    0.255302370606254625E+01   -0.444985344813858177E+02   -0.573692639853891109E+02
    0.253873538495860540E+01   -0.445375426955227240E+02   -0.573298582526391982E+02
    0.253987954439767671E+01   -0.445345628301786789E+02   -0.572775861507559085E+02
    0.253625432349116675E+01   -0.445354116061062371E+02   -0.571324199399198349E+02
    0.255284117770180430E+01   -0.445074072938344045E+02   -0.572502905610018828E+02
    0.254309929282590241E+01   -0.445228521528393983E+02   -0.571189213934701314E+02
    0.254985594789218695E+01   -0.445049505241817087E+02   -0.572452783462793846E+02
    0.253099126412645159E+01   -0.445318423829463654E+02   -0.568784353624701424E+02
