    0.205731179714202872E+01   -0.422650990486145020E+02    0.234289568699599414E+03    0.538692561755854172E+03    0.687644221381970899E+00   -0.261992178221712820E+06   -0.230091898153046470E+01    1
    0.170664966702461252E+01   -0.425177931785583496E+02    0.236464612570431598E+03    0.516785660809690967E+03    0.414615346281387409E+00   -0.106086754948819405E+06   -0.240091898153046435E+01    1
    0.998518091440200761E+00   -0.457235765457153320E+02    0.231364053734110655E+03    0.537696702180023635E+03    0.835230511270370179E+00   -0.101147577918278199E+06   -0.250091898153046444E+01    1
    0.588986909389495827E+00   -0.455337610244750977E+02    0.229940928544383951E+03    0.538447370164705148E+03    0.873324997416078941E+00   -0.101147577918278199E+06   -0.260091898153046497E+01    1
    0.163377761840820312E+00   -0.456309635639190674E+02    0.230386890512675336E+03    0.546338141874156122E+03    0.248889530594274488E+00   -0.101147577918278199E+06   -0.270091898153046506E+01    1
    0.212223936319351214E+01   -0.426747376918792725E+02    0.229639018957042538E+03    0.494264159537820603E+03    0.348004722358697838E+00   -0.439456483075697033E+05   -0.280091898153046470E+01    1
    0.208221082091331455E+01   -0.432677972316741943E+02    0.235584957873126228E+03    0.507358503779087471E+03    0.263172468671700799E+00   -0.764879530609166432E+04   -0.290091898153046479E+01    1
    0.143314915299415602E+01   -0.434442617893218994E+02    0.233460709214049075E+03    0.520068635941895764E+03    0.462426428970823145E+00   -0.565122709003843011E+04   -0.300091898153046532E+01    1
    0.210363203287124634E+01   -0.433879215717315674E+02    0.233079271563487964E+03    0.522674763309650757E+03    0.213864569439192076E+00   -0.413836079714493371E+04   -0.310091898153046586E+01    1
    0.157115968465805067E+01   -0.437238190174102783E+02    0.227498052451546187E+03    0.525948910897680207E+03    0.396466047058985915E+00   -0.359180944406963863E+04   -0.320091898153046506E+01    1
    0.146111235022544861E+01   -0.452084209918975830E+02    0.235651755458598984E+03    0.469563155527594176E+03    0.343602354449060843E+00   -0.134317788926621483E+04   -0.330091898153046515E+01    1
    0.276935971379280099E+01   -0.458084845542907715E+02    0.229197113615409194E+03    0.508027494717948230E+03    0.621891712448730316E+00   -0.119795820201308584E+04   -0.340091898153046479E+01    1
    0.281319535374641427E+01   -0.457227590084075928E+02    0.233652746745665098E+03    0.535999516325821105E+03    0.689450024263436045E+00   -0.110457172369560158E+04   -0.350091898153046488E+01    1
    0.147260243892669673E+01   -0.446537897586822510E+02    0.239996682542039764E+03    0.494036535019629468E+03    0.899954436704353156E+00   -0.104125473208332824E+04   -0.360091898153046541E+01    1
    0.267073183019700933E+01   -0.457073470542661227E+02    0.235066437197499624E+03    0.517156811050920396E+03    0.646180578834565367E+00   -0.980078295952394569E+03   -0.370091898153046506E+01    1
    0.195088776674250886E+01   -0.459689166097186117E+02    0.238708916587975864E+03    0.500909618347514424E+03    0.618846422486154402E+00   -0.663538477005301502E+03   -0.380091898153046559E+01    1
    0.257016596794128427E+01   -0.437218379974365234E+02    0.229691084790180440E+03    0.522460488533889020E+03    0.309153453487374996E+00   -0.587732031182998185E+03   -0.390091898153046568E+01    1
    0.253824010491371155E+01   -0.452706944942474365E+02    0.233857105308652109E+03    0.552720923383295712E+03    0.452837242111058413E+00   -0.564790204834098745E+03   -0.400091898153046532E+01    1
    0.232545264363288862E+01   -0.452541983127593994E+02    0.235781654395081318E+03    0.531466936913215363E+03    0.309824517294450263E+00   -0.526750444037674470E+03   -0.410091898153046586E+01    1
    0.177763393522541002E+01   -0.457496969862991492E+02    0.238110882526083088E+03    0.518761830357730901E+03    0.649736814822822417E+00   -0.378090960492395368E+03   -0.420091898153046550E+01    1
    0.226580039262771615E+01   -0.445794944763183594E+02    0.234941731369499593E+03    0.500738456690199257E+03    0.861959465031445937E+00   -0.273841902868206716E+03   -0.430091898153046603E+01    1
    0.222986350642276010E+01   -0.452272699675685459E+02    0.232875795564771579E+03    0.574637703655712130E+03    0.480921930751653459E+00   -0.264180050977271833E+03   -0.440091898153046568E+01    1
    0.242953255772590637E+01   -0.449627001285552979E+02    0.234047605576298821E+03    0.508375961602806171E+03    0.467472256432032274E+00   -0.220545971786903721E+03   -0.450091898153046621E+01    1
    0.152143986540882725E+01   -0.451341585302599526E+02    0.234226152528266454E+03    0.536364836370746048E+03    0.446370399255157257E+00   -0.216043262848166250E+03   -0.460091898153046674E+01    1
    0.164719049334526058E+01   -0.454404830932617188E+02    0.235166857499429398E+03    0.503894918864908050E+03    0.582748797427607657E+00   -0.203281237838786836E+03   -0.470091898153046639E+01    1
