    0.147491418123245244E+01   -0.426384384632110596E+02   -0.121270667555078762E+06   -0.160278011214887317E+01    1
    0.135543475151062021E+01   -0.424823572635650635E+02   -0.982310197184687713E+05   -0.180278011214887313E+01    1
    0.121094999313354501E+01   -0.449863932132720947E+02   -0.596120134665322839E+05   -0.200278011214887330E+01    1
    0.299511239528656015E+01   -0.426774713993072510E+02   -0.196484720844313961E+05   -0.220278011214887304E+01    1
    0.267419177889823922E+01   -0.432451059818267822E+02   -0.966910628442699817E+04   -0.240278011214887322E+01    1
    0.295827732086181650E+01   -0.431590754985809326E+02   -0.562811087389435488E+04   -0.260278011214887339E+01    1
    0.274403339624404907E+01   -0.450547916889190674E+02   -0.882500600251421929E+03   -0.280278011214887313E+01    1
    0.246967829465866107E+01   -0.452415421009063721E+02   -0.765041784876867496E+03   -0.300278011214887330E+01    1
    0.275828843516772970E+01   -0.449642331553842212E+02   -0.760120024562755134E+03   -0.320278011214887393E+01    1
    0.287897992730140695E+01   -0.447772548198699951E+02   -0.654788210336811517E+03   -0.340278011214887366E+01    1
    0.290512118592319979E+01   -0.445941437085906358E+02   -0.440982825779551433E+03   -0.360278011214887339E+01    1
    0.275453343462030809E+01   -0.446600055368432507E+02   -0.346920972219181522E+03   -0.380278011214887357E+01    1
    0.206434485912323007E+01   -0.452510800361633301E+02   -0.305316119390916299E+03   -0.400278011214887375E+01    1
    0.206972081586136758E+01   -0.451864527707093160E+02   -0.242793225524095476E+03   -0.420278011214887393E+01    1
    0.213873286843299848E+01   -0.449929990768432617E+02   -0.140670486832936973E+03   -0.440278011214887322E+01    1
    0.195249876350901652E+01   -0.451153619500184959E+02   -0.117753218818967454E+03   -0.460278011214887339E+01    1
    0.168183987990470096E+01   -0.451774815500268687E+02   -0.103554812992768476E+03   -0.480278011214887357E+01    1
    0.190168186160150032E+01   -0.450924038806021201E+02   -0.863343445049093816E+02   -0.500278011214887375E+01    1
    0.188363359680763565E+01   -0.448951428204257610E+02   -0.842103789815615471E+02   -0.520278011214887393E+01    1
    0.193768260509754087E+01   -0.450279903511212112E+02   -0.762780117219370197E+02   -0.540278011214887410E+01    1
    0.191415472626686101E+01   -0.449317114353179932E+02   -0.720756897314951033E+02   -0.560278011214887428E+01    1
    0.190805909638280480E+01   -0.450447663356624872E+02   -0.719146665968219452E+02   -0.580278011214887357E+01    1
    0.193371752107145012E+01   -0.449864160818850394E+02   -0.694352690433911164E+02   -0.600278011214887375E+01    1
    0.188994825114882836E+01   -0.449474263528275273E+02   -0.656124985661224684E+02   -0.620278011214887393E+01    1
    0.186126815870787610E+01   -0.449631452760124404E+02   -0.586010637127127083E+02   -0.640278011214887410E+01    1
    0.179041048130967750E+01   -0.450846360987273158E+02   -0.550906831207379355E+02   -0.660278011214887428E+01    1
    0.170601811873707376E+01   -0.450968938806358040E+02   -0.545644966375223675E+02   -0.680278011214887446E+01    1
    0.183454324282314296E+01   -0.449684700166353508E+02   -0.537304099177603760E+02   -0.700278011214887375E+01    1
    0.180421815084933290E+01   -0.449744050950967846E+02   -0.481933024059230917E+02   -0.720278011214887393E+01    1
    0.179540321448513907E+01   -0.450413268635299318E+02   -0.459816658235924720E+02   -0.740278011214887410E+01    1
    0.176934730930224426E+01   -0.450410899754999079E+02   -0.421718551258147869E+02   -0.760278011214887428E+01    1
    0.177439480385058101E+01   -0.450223565425479393E+02   -0.410586985611463433E+02   -0.780278011214887446E+01    1
    0.176705392305286790E+01   -0.450085394669224215E+02   -0.398133589367810288E+02   -0.800278011214887464E+01    1
    0.174954758603044103E+01   -0.449807032572168097E+02   -0.397953526265544539E+02   -0.820278011214887393E+01    1
    0.167599316599591686E+01   -0.450292876781050921E+02   -0.388521877946766665E+02   -0.840278011214887499E+01    1
    0.175332469126800716E+01   -0.450227613885334392E+02   -0.385668514313137933E+02   -0.860278011214887428E+01    1
    0.174574174810482585E+01   -0.450290228452038832E+02   -0.383091157224508976E+02   -0.880278011214887535E+01    1
    0.170783807113974562E+01   -0.449659448000665165E+02   -0.382608769822496342E+02   -0.900278011214887464E+01    1
    0.170851605323477829E+01   -0.449671404923592206E+02   -0.380978378472900516E+02   -0.920278011214887570E+01    1
    0.172411224730841406E+01   -0.449767024953414563E+02   -0.377861250123921621E+02   -0.940278011214887499E+01    1
    0.169617758165133869E+01   -0.450296879833220061E+02   -0.371014599153128444E+02   -0.960278011214887428E+01    1
    0.173650865644221453E+01   -0.450200050840489325E+02   -0.369212096364848463E+02   -0.980278011214887535E+01    1
    0.170338530879492622E+01   -0.449744533307781893E+02   -0.367043899588450344E+02   -0.100027801121488746E+02    1
    0.171733182252348993E+01   -0.449815900194836900E+02   -0.366511565079296062E+02   -0.102027801121488757E+02    1
    0.172805888038082522E+01   -0.450116417325857228E+02   -0.360302289765099815E+02   -0.104027801121488750E+02    1
    0.172367154301926773E+01   -0.449957500863359527E+02   -0.359526576596682759E+02   -0.106027801121488761E+02    1
    0.170546444291701094E+01   -0.450200872000568566E+02   -0.357923424100610319E+02   -0.108027801121488753E+02    1
    0.167889412063202315E+01   -0.449830394370539608E+02   -0.357815853183546011E+02   -0.110027801121488746E+02    1
    0.170201089956581364E+01   -0.450189202691997039E+02   -0.357318805343782273E+02   -0.112027801121488757E+02    1
    0.171172579425887661E+01   -0.450174052145382433E+02   -0.356276318598614097E+02   -0.114027801121488750E+02    1
    0.171571298552517582E+01   -0.450019589167690555E+02   -0.353320056886121989E+02   -0.116027801121488743E+02    1
    0.168668820170141753E+01   -0.449891240905786773E+02   -0.352912729258942548E+02   -0.118027801121488753E+02    1
    0.168389744206376379E+01   -0.449955594902597440E+02   -0.352863779931846864E+02   -0.120027801121488746E+02    1
    0.169730889818235364E+01   -0.449900578631816899E+02   -0.351850953951772780E+02   -0.122027801121488757E+02    1
    0.169767627561923473E+01   -0.449906727124117012E+02   -0.351618251729201745E+02   -0.124027801121488750E+02    1
    0.168806247383583785E+01   -0.449947847469974178E+02   -0.351412502236872228E+02   -0.126027801121488761E+02    1
    0.170277066299915036E+01   -0.449934884943349971E+02   -0.351259430908074393E+02   -0.128027801121488753E+02    1
