    0.527636718749999956E+00   -0.430607631206512451E+02   -0.185442095267288649E+06   -0.160278011214887317E+01    1
    0.535070109367370650E+00   -0.426299386024475098E+02   -0.185442095267288649E+06   -0.180278011214887313E+01    1
    0.189034433364868160E+01   -0.430063765048980713E+02   -0.801338865541764389E+05   -0.200278011214887330E+01    1
    0.285134722590446454E+01   -0.423408393859863281E+02   -0.649169424332882481E+05   -0.220278011214887304E+01    1
    0.258262749314308149E+01   -0.435745217800140381E+02   -0.466872118893070547E+04   -0.240278011214887322E+01    1
    0.237118258476257315E+01   -0.457102580070495605E+02   -0.141704468872093685E+04   -0.260278011214887339E+01    1
    0.183654472827911386E+01   -0.459063837528228760E+02   -0.110459724790729433E+04   -0.280278011214887313E+01    1
    0.161250087618827820E+01   -0.458587815761566162E+02   -0.110378262607148122E+04   -0.300278011214887330E+01    1
    0.269933348894119263E+01   -0.452026226520538330E+02   -0.105801360249894060E+04   -0.320278011214887393E+01    1
    0.197788044214248671E+01   -0.444618797302246094E+02   -0.943249686077617525E+03   -0.340278011214887366E+01    1
    0.190965189337730412E+01   -0.455341203212738037E+02   -0.543836025102723170E+03   -0.360278011214887339E+01    1
    0.229798882007598859E+01   -0.452263257503509521E+02   -0.514058226848734648E+03   -0.380278011214887357E+01    1
    0.231550821065902701E+01   -0.451741929054260254E+02   -0.465296895427771005E+03   -0.400278011214887375E+01    1
    0.208043077588081360E+01   -0.452092115879058838E+02   -0.273848346570200874E+03   -0.420278011214887393E+01    1
    0.280699700117111206E+01   -0.441510772705078125E+02   -0.194112245141495180E+03   -0.440278011214887322E+01    1
    0.237088391609937599E+01   -0.448568708271293062E+02   -0.192956777707308788E+03   -0.460278011214887339E+01    1
    0.249673527771274362E+01   -0.444374461337870343E+02   -0.182631847405993824E+03   -0.480278011214887357E+01    1
    0.235358842138940894E+01   -0.445913858185295737E+02   -0.153946792902848500E+03   -0.500278011214887375E+01    1
    0.259805182825696157E+01   -0.444724889812777917E+02   -0.142786999444144982E+03   -0.520278011214887393E+01    1
    0.248865065998993851E+01   -0.445895699112049684E+02   -0.137344900475685677E+03   -0.540278011214887410E+01    1
    0.220247260716864668E+01   -0.448011270379701401E+02   -0.112426503176283688E+03   -0.560278011214887428E+01    1
    0.202016535870468639E+01   -0.450268008494806153E+02   -0.103451087716059220E+03   -0.580278011214887357E+01    1
    0.205245421621223434E+01   -0.449891728765209891E+02   -0.102258047744708762E+03   -0.600278011214887375E+01    1
    0.202529002866156826E+01   -0.448627600033901288E+02   -0.977792797495852142E+02   -0.620278011214887393E+01    1
    0.203772576397045579E+01   -0.449907220311345384E+02   -0.976858432143636577E+02   -0.640278011214887410E+01    1
    0.194241572858520772E+01   -0.450304174351199862E+02   -0.782442115307988786E+02   -0.660278011214887428E+01    1
    0.191593512974956037E+01   -0.450208594183655322E+02   -0.689751161114057822E+02   -0.680278011214887446E+01    1
    0.191465565454227882E+01   -0.450106931747860131E+02   -0.671924472760100002E+02   -0.700278011214887375E+01    1
    0.181001017238716733E+01   -0.449228156467276918E+02   -0.647367844364642053E+02   -0.720278011214887393E+01    1
    0.186779704596497509E+01   -0.449418699300520998E+02   -0.643592990077743536E+02   -0.740278011214887410E+01    1
    0.190702329552411554E+01   -0.449907696516250297E+02   -0.641144745300062340E+02   -0.760278011214887428E+01    1
    0.186445504744326640E+01   -0.450253476516115825E+02   -0.574519489956906995E+02   -0.780278011214887446E+01    1
    0.183995325034596102E+01   -0.449841071437205784E+02   -0.523830762526959504E+02   -0.800278011214887464E+01    1
    0.178115006725233371E+01   -0.449481906261857702E+02   -0.513118015907352429E+02   -0.820278011214887393E+01    1
    0.181724472783665258E+01   -0.450125723577379020E+02   -0.474081536299781590E+02   -0.840278011214887499E+01    1
    0.179801593416623873E+01   -0.450452078005758523E+02   -0.469865834082499632E+02   -0.860278011214887428E+01    1
    0.175419791048046569E+01   -0.449545719006738196E+02   -0.457772529979512370E+02   -0.880278011214887535E+01    1
    0.177492526611614609E+01   -0.449709072771568970E+02   -0.446802179246714957E+02   -0.900278011214887464E+01    1
    0.179883057614802722E+01   -0.450008856620084430E+02   -0.445453932392094885E+02   -0.920278011214887570E+01    1
    0.179184395438266764E+01   -0.450255115395125429E+02   -0.437740777595599866E+02   -0.940278011214887499E+01    1
    0.178578765412607998E+01   -0.450101658491864356E+02   -0.423604648834295219E+02   -0.960278011214887428E+01    1
    0.177710593077273105E+01   -0.449914095142033972E+02   -0.420302584547776874E+02   -0.980278011214887535E+01    1
    0.177924463362509533E+01   -0.450262925367118427E+02   -0.419652229550458884E+02   -0.100027801121488746E+02    1
    0.178040407213545215E+01   -0.450018122018481534E+02   -0.417815711917175108E+02   -0.102027801121488757E+02    1
    0.176883191858622424E+01   -0.449959756580915666E+02   -0.405484737884134105E+02   -0.104027801121488750E+02    1
    0.176301966335177918E+01   -0.450327424026362095E+02   -0.404215166361384561E+02   -0.106027801121488761E+02    1
    0.177037003460670461E+01   -0.450053652825576762E+02   -0.402972997660016006E+02   -0.108027801121488753E+02    1
    0.176307393241693755E+01   -0.449967703196236570E+02   -0.397622135449944381E+02   -0.110027801121488746E+02    1
    0.176557072658684455E+01   -0.450109845133205653E+02   -0.396160145857281663E+02   -0.112027801121488757E+02    1
    0.176412652860579811E+01   -0.450087524046374696E+02   -0.394465126323217348E+02   -0.114027801121488750E+02    1
    0.176350951211466467E+01   -0.450129986601794343E+02   -0.393752175451440110E+02   -0.116027801121488743E+02    1
    0.175682589822747226E+01   -0.449967599222682537E+02   -0.390087323796010992E+02   -0.118027801121488753E+02    1
