    0.177492526611614609E+01   -0.449709072771568970E+02   -0.446802179246714957E+02
    0.179184395438266764E+01   -0.450255115395125429E+02   -0.437740777595599866E+02
    0.178578765412607998E+01   -0.450101658491864356E+02   -0.423604648834295219E+02
    0.177710593077273105E+01   -0.449914095142033972E+02   -0.420302584547776874E+02
    0.177924463362509533E+01   -0.450262925367118427E+02   -0.419652229550458884E+02
    0.176883191858622424E+01   -0.449959756580915666E+02   -0.405484737884134105E+02
    0.176301966335177918E+01   -0.450327424026362095E+02   -0.404215166361384561E+02
    0.176301966335177918E+01   -0.450327424026362095E+02   -0.404215166361384561E+02
    0.177037003460670461E+01   -0.450053652825576762E+02   -0.402972997660016006E+02
    0.177037003460670461E+01   -0.450053652825576762E+02   -0.402972997660016006E+02
    0.176307393241693755E+01   -0.449967703196236570E+02   -0.397622135449944381E+02
    0.176557072658684455E+01   -0.450109845133205653E+02   -0.396160145857281663E+02
    0.176412652860579811E+01   -0.450087524046374696E+02   -0.394465126323217348E+02
    0.176412652860579811E+01   -0.450087524046374696E+02   -0.394465126323217348E+02
    0.176350951211466467E+01   -0.450129986601794343E+02   -0.393752175451440110E+02
    0.175682589822747226E+01   -0.449967599222682537E+02   -0.390087323796010992E+02
    0.175682589822747226E+01   -0.449967599222682537E+02   -0.390087323796010992E+02
    0.175950473400979801E+01   -0.450055585393703268E+02   -0.389417099182953734E+02
    0.175639940433853470E+01   -0.450186045994473218E+02   -0.386922569737101441E+02
    0.175464197396607746E+01   -0.450204315180845995E+02   -0.385812994106142639E+02
    0.175464197396607746E+01   -0.450204315180845995E+02   -0.385812994106142639E+02
    0.175495638474532800E+01   -0.450016368309557109E+02   -0.385400202185274097E+02
    0.175510288895554667E+01   -0.450170719104044323E+02   -0.384972767388737083E+02
    0.175164222847570938E+01   -0.450140794428314592E+02   -0.380540909847326532E+02
    0.175116198789457078E+01   -0.450052823751113991E+02   -0.380110821217032182E+02
    0.175058260409035893E+01   -0.450141979215045325E+02   -0.379474733073603687E+02
    0.174990819503726702E+01   -0.450117810694048686E+02   -0.378424265166875671E+02
    0.174920470715957932E+01   -0.450124253414017659E+02   -0.377784252497009803E+02
    0.174820166991293902E+01   -0.450115746860173331E+02   -0.376687340819466741E+02
    0.174830730610142715E+01   -0.450117663993726254E+02   -0.376811076550201562E+02
